dateid01,exreturn,ln_divyield,month,time
1952-09-01,-2.0985865705493128,-289.11151567868181,9,1952
1952-10-01,-0.6539838037518935,-288.89602687264688,10,1952
1952-11-01,5.6235557990900963,-294.41018435630956,11,1952
1952-12-01,2.9020067317335638,-297.01079935762144,12,1952
1953-01-01,-0.32723227139970075,-297.49444795401606,1,1953
1953-02-01,-0.30331463125264388,-295.68440317258338,2,1953
1953-03-01,-1.530300307711035,-294.09132737000356,3,1953
1953-04-01,-2.9398506454527481,-291.63106473165713,4,1953
1953-05-01,0.49867011667134444,-291.4048039584785,5,1953
1953-06-01,-1.8217395347933756,-288.92865192111988,6,1953
1953-07-01,2.3499840549476425,-291.28747385621575,7,1953
1953-08-01,-4.6652701492535906,-285.93592892514313,8,1953
1953-09-01,0.15473195708157216,-285.57778147792613,9,1953
1953-10-01,4.4703111034941988,-290.24158864317831,10,1953
1953-11-01,2.7092757653845597,-291.06869510917281,11,1953
1953-12-01,-0.034940934649827781,-289.60719326417063,12,1953
1954-01-01,4.8263885442390125,-294.27526275477963,1,1954
1954-02-01,1.8307097003876241,-295.55398283099919,2,1954
1954-03-01,3.6298292900558938,-298.38876583237831,3,1954
1954-04-01,4.0855807122504244,-302.38827039214313,4,1954
1954-05-01,3.0364484005268044,-304.46733639253656,5,1954
1954-06-01,1.0744861481917989,-304.58490308254925,6,1954
1954-07-01,4.8695045963713881,-309.50863844042144,7,1954
1954-08-01,-2.3391054661365356,-304.94111840584625,8,1954
1954-09-01,6.1463908930103738,-311.16550732604275,9,1954
1954-10-01,-1.7056477566329091,-308.87798366509188,10,1954
1954-11-01,9.0969832100848825,-314.012152346192,11,1954
1954-12-01,5.3104151734203263,-319.65035783066006,12,1954
1955-01-01,0.62226981756616325,-320.37764760587388,1,1955
1955-02-01,3.0023628166575656,-322.03006928709219,2,1955
1955-03-01,-0.21056818244108416,-320.60141921028563,3,1955
1955-04-01,3.0712138307760131,-323.66934155210188,4,1955
1955-05-01,1.0442668707144748,-322.55852327854231,5,1955
1955-06-01,6.2926158813777925,-328.66406666619338,6,1955
1955-07-01,1.8843900641642425,-330.59109453286644,7,1955
1955-08-01,0.27535972696586297,-328.21238970885988,8,1955
1955-09-01,-0.38644145408684025,-327.19405400598356,9,1955
1955-10-01,-2.783165189724545,-324.38079130807588,10,1955
1955-11-01,6.7378970249657275,-325.91423852930713,11,1955
1955-12-01,1.4592434097767919,-326.64889911941025,12,1955
1956-01-01,-3.0719822314564563,-321.89967876975388,1,1956
1956-02-01,3.6958931238422469,-324.45897251901638,2,1956
1956-03-01,6.4381403217253238,-330.71552948584456,3,1956
1956-04-01,0.3362472137521015,-330.755795762225,4,1956
1956-05-01,-5.2588051784371356,-322.54696598611694,5,1956
1956-06-01,3.429826374216075,-325.51262710799206,6,1956
1956-07-01,4.8010186961159825,-329.04174172394713,7,1956
1956-08-01,-3.1297390149140938,-325.26060012148319,8,1956
1956-09-01,-5.3777208935615019,-319.43651654492706,9,1956
1956-10-01,0.51247225971427481,-318.35710515448163,10,1956
1956-11-01,0.591519030430018,-322.0438184833015,11,1956
1956-12-01,2.7784508110345403,-324.05251335506125,12,1956
1957-01-01,-3.5220447103363944,-320.35886560616363,1,1957
1957-02-01,-2.1169569941692022,-316.70290639742431,2,1957
1957-03-01,2.1375438428127472,-318.064546243308,3,1957
1957-04-01,4.1431869843496194,-321.41627384554144,4,1957
1957-05-01,3.329137959898465,-324.92436487460088,5,1957
1957-06-01,-0.80680787510172613,-323.53862593207106,6,1957
1957-07-01,0.6644795945128375,-323.56948731717038,7,1957
1957-08-01,-5.3928426246041281,-318.07484371040863,8,1957
1957-09-01,-6.1855540032206588,-311.17399177770313,9,1957
1957-10-01,-4.4609940432031181,-306.89175326059244,10,1957
1957-11-01,2.2349579560545438,-309.94936511087988,11,1957
1957-12-01,-4.054293535301815,-305.33766047154125,12,1957
1958-01-01,4.6294435255720419,-310.65660144021925,1,1958
1958-02-01,-1.5326778923609813,-308.18330414248488,2,1958
1958-03-01,3.2239593973824894,-311.06013874928644,3,1958
1958-04-01,2.9476625172556681,-313.77931426736906,4,1958
1958-05-01,2.3132851504762925,-316.85873225480094,5,1958
1958-06-01,2.8765956413935525,-318.90752146138256,6,1958
1958-07-01,4.348925420120955,-323.37581714907719,7,1958
1958-08-01,1.8481424831693059,-326.16693086369138,8,1958
1958-09-01,4.5798163901868794,-329.98935151129488,9,1958
1958-10-01,2.5580691742890134,-332.77051519973319,10,1958
1958-11-01,2.8724546938527794,-336.48504125002538,11,1958
1958-12-01,4.9698475780300469,-341.97414205485637,12,1958
1959-01-01,0.69807412405054737,-342.6276088652325,1,1959
1959-02-01,0.9119449825849675,-343.73382726564725,2,1959
1959-03-01,0.25457110281070894,-343.76123176012813,3,1959
1959-04-01,3.575349481767915,-347.85345900676638,4,1959
1959-05-01,1.6579551345738044,-348.57187414561738,5,1959
1959-06-01,-0.15677509089899981,-347.96120521132019,6,1959
1959-07-01,3.1271702707804375,-351.7417110999905,7,1959
1959-08-01,-1.459517895951535,-348.67204335457081,8,1959
1959-09-01,-4.8830088090474419,-343.54312952858988,9,1959
1959-10-01,1.2373030942768108,-345.36177780010769,10,1959
1959-11-01,1.5549120608369331,-344.4283718419335,11,1959
1959-12-01,2.5219460214214844,-346.12223705082812,12,1959
1960-01-01,-7.2232292455999913,-339.10622972349663,1,1960
1960-02-01,0.98122512686452013,-338.9433392755505,2,1960
1960-03-01,-1.4446934650059859,-337.15277867060619,3,1960
1960-04-01,-1.7150831349518159,-335.43738855435944,4,1960
1960-05-01,3.0275145483961163,-337.31586592068163,5,1960
1960-06-01,2.1142849922353831,-339.23995487246994,6,1960
1960-07-01,-2.2519872835312919,-337.40697673887681,7,1960
1960-08-01,2.8119017199391956,-337.795066968078,8,1960
1960-09-01,-6.1713873807192713,-332.51352708954456,9,1960
1960-10-01,-0.69270144270480725,-331.8603116474925,10,1960
1960-11-01,4.6022673520636588,-335.26026909014313,11,1960
1960-12-01,4.5720274247033481,-341.45605201932919,12,1960
1961-01-01,6.0268674771538363,-346.96183404926287,1,1961
1961-02-01,3.4493671310502669,-350.35978875964325,2,1961
1961-03-01,2.815460124739505,-353.39494553078069,3,1961
1961-04-01,0.38742468488627444,-354.321250454067,4,1961
1961-05-01,2.37086928274709,-355.44575303939362,5,1961
1961-06-01,-3.0811191630049825,-352.91605207527044,6,1961
1961-07-01,2.76240787537769,-355.99887474288494,7,1961
1961-08-01,2.5109744361563022,-355.62063709012819,8,1961
1961-09-01,-2.1856180518854806,-353.40434479583919,9,1961
1961-10-01,2.5192984465173888,-355.07819102364494,10,1961
1961-11-01,4.279337972213745,-355.66856216276944,11,1961
1961-12-01,-0.098459167566290363,-357.26407042784031,12,1961
1962-01-01,-3.9173280851895706,-352.04992350656875,1,1962
1962-02-01,1.72821173223811,-351.81461150531269,2,1962
1962-03-01,-0.66478882631018388,-353.38033086511406,3,1962
1962-04-01,-6.780309148778155,-346.54092688262056,4,1962
1962-05-01,-9.0541342207515075,-334.56990701847144,5,1962
1962-06-01,-8.81162263813524,-327.57271233973831,6,1962
1962-07-01,6.0687265490218025,-332.72327431466263,7,1962
1962-08-01,2.0969352442853625,-335.23288943065494,8,1962
1962-09-01,-5.3523763653670325,-331.348030221978,9,1962
1962-10-01,-0.033495579049008969,-330.66902616832456,10,1962
1962-11-01,10.240997134147416,-339.60086164178663,11,1962
1962-12-01,0.92712163563761875,-339.80029087974056,12,1962
1963-01-01,4.8038369441230169,-345.2396043012235,1,1963
1963-02-01,-2.4431854979633222,-341.978605648342,2,1963
1963-03-01,3.0127596188154588,-344.69835669084006,3,1963
1963-04-01,4.3689029318766031,-348.67431742430481,4,1963
1963-05-01,1.7425220798359931,-348.70591549168288,5,1963
1963-06-01,-2.0474155407987316,-346.86903216683,6,1963
1963-07-01,-0.44996994589343156,-345.81099290878863,7,1963
1963-08-01,4.8860577254302244,-350.65399937693294,8,1963
1963-09-01,-1.4718950495620181,-349.0627350540575,9,1963
1963-10-01,2.4416001166239188,-351.526750163824,10,1963
1963-11-01,-0.8222029692727655,-348.4535660050195,11,1963
1963-12-01,1.8446991526960069,-349.78839848449706,12,1963
1964-01-01,2.2601107589955838,-352.60715794001825,1,1964
1964-02-01,1.4429185724540275,-352.313214625271,2,1964
1964-03-01,1.4189176342265303,-353.0493898244845,3,1964
1964-04-01,0.16975395228700403,-353.15100795876444,4,1964
1964-05-01,1.4686304029164078,-353.95400501267412,5,1964
1964-06-01,1.1835358820515352,-353.94436732604375,6,1964
1964-07-01,1.7114379185839584,-356.22252975056525,7,1964
1964-08-01,-1.4099664721058741,-353.31443596323975,8,1964
1964-09-01,2.7345739539419922,-354.74963066205088,9,1964
1964-10-01,0.58409577710217363,-355.8541892748655,10,1964
1964-11-01,0.017288604794953166,-354.30981446452031,11,1964
1964-12-01,0.064756405287935913,-353.74490625259113,12,1964
1965-01-01,3.500707630512105,-357.29104818519869,1,1965
1965-02-01,0.37304380352388669,-356.39652278293881,2,1965
1965-03-01,-1.3242117380799428,-354.41101200313431,3,1965
1965-04-01,2.9987857539593488,-357.40583990099006,4,1965
1965-05-01,-0.77410506284298513,-354.89577935557606,5,1965
1965-06-01,-5.6637386423956575,-348.62681368462363,6,1965
1965-07-01,1.3406723575219203,-350.42737751128275,7,1965
1965-08-01,2.7112567248906766,-351.11516714225231,8,1965
1965-09-01,2.8343709893091613,-354.02022149270394,9,1965
1965-10-01,2.5462723041030631,-356.79400378087725,10,1965
1965-11-01,-0.031328533016099744,-353.75612448672638,11,1965
1965-12-01,1.0332873498521263,-355.03031611977569,12,1965
1966-01-01,0.842690477599492,-356.12767896895631,1,1966
1966-02-01,-1.2135018679492348,-353.39563693653138,2,1966
1966-03-01,-2.4933581255076903,-350.36112116470631,3,1966
1966-04-01,2.0900967121135503,-352.33893329790294,4,1966
1966-05-01,-5.8002716910329163,-345.102242755827,5,1966
1966-06-01,-1.4036864136709295,-343.85800676684163,6,1966
1966-07-01,-1.6794360696973881,-342.14629294775088,7,1966
1966-08-01,-8.2489876984465963,-331.905112623876,8,1966
1966-09-01,-1.0864445995991463,-331.12323454677788,9,1966
1966-10-01,3.7045261253030419,-335.430336606176,10,1966
1966-11-01,1.3438962586285998,-336.35061511623744,11,1966
1966-12-01,0.25678529574100128,-336.68201450978463,12,1966
1967-01-01,7.81482913456231,-343.47633299268288,1,1967
1967-02-01,0.71488123643049275,-343.95081006172794,2,1967
1967-03-01,3.8783079387340438,-348.29700176121631,3,1967
1967-04-01,3.7428173320307675,-352.42949237474281,4,1967
1967-05-01,-4.3205172340171031,-347.246026792918,5,1967
1967-06-01,2.3876821434842853,-350.02200577588169,6,1967
1967-07-01,4.48693783397246,-354.6051333429825,7,1967
1967-08-01,-0.95372756873706188,-352.661359064878,8,1967
1967-09-01,3.0538364061346594,-355.79213060233,9,1967
1967-10-01,-3.1457518221195856,-351.6294313928025,10,1967
1967-11-01,0.44607342105528606,-352.94273664336438,11,1967
1967-12-01,2.9585464116814294,-356.06993316722056,12,1967
1968-01-01,-4.092874694314265,-351.04215523886806,1,1968
1968-02-01,-3.8045460639266444,-346.33101563363756,2,1968
1968-03-01,0.11330501618614853,-347.75183666422388,3,1968
1968-04-01,8.5722048195866775,-354.9385155319585,4,1968
1968-05-01,2.20209658516156,-357.34356633747444,5,1968
1968-06-01,0.70354141928940938,-357.89265667815856,6,1968
1968-07-01,-2.7049030559946269,-354.3771161505905,7,1968
1968-08-01,1.3410928515014708,-355.76587206634475,8,1968
1968-09-01,3.9299570899444156,-360.21598889009019,9,1968
1968-10-01,0.46193787191778131,-359.30247472184225,10,1968
1968-11-01,5.2410523283024313,-365.85673132164506,11,1968
1968-12-01,-3.8699795609623913,-361.370982958778,12,1968
1969-01-01,-1.1748886974068669,-361.85884515721888,1,1969
1969-02-01,-5.9741971478583413,-354.69923818879625,2,1969
1969-03-01,2.5258145943121094,-356.82099340941331,3,1969
1969-04-01,1.547673860386915,-358.92995882802956,4,1969
1969-05-01,-0.017637682942451238,-356.95910686489013,5,1969
1969-06-01,-7.4889856621201563,-349.28549282709225,6,1969
1969-07-01,-7.2897694229532,-342.34230762104869,7,1969
